Code Domaine,Domaine,Code zone,Zone,Code année,Année,Code Produit,Produit,Code Mois,Mois,Unité,Valeur,Symbole,Description du Symbole,Note
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7003","Mars","","105.825195","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7004","Avril","","106.23537","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7005","Mai","","106.543002","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7006","Juin","","107.517168","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7007","Juillet","","107.670984","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7008","Août","","108.183703","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7009","Septembre","","108.183703","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7010","Octobre","","108.747693","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7011","Novembre","","108.183703","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","63","Estonie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7012","Décembre","","107.927343","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7001","Janvier","%","2.490811","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7002","Février","%","1.149432","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7003","Mars","%","0.924378","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7004","Avril","%","-0.859434","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7005","Mai","%","-1.328123","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7006","Juin","%","-0.717714","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7007","Juillet","%","-1.13129","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7008","Août","%","-1.116289","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7009","Septembre","%","-0.74568","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7010","Octobre","%","0.103209","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7011","Novembre","%","0.315502","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23014","Food price inflation","7012","Décembre","%","0.505711","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","124.56841","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","124.343794","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","124.296187","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","123.954832","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","123.870265","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","123.37493","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","123.345975","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","123.27418","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","123.726277","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","124.698064","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","125.141107","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","125.360303","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7001","Janvier","","115.920111","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7002","Février","","116.56999","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7003","Mars","","116.544291","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7004","Avril","","120.770703","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7005","Mai","","121.082983","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7006","Juin","","120.986648","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7007","Juillet","","121.117316","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7008","Août","","121.186573","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7009","Septembre","","121.370985","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7010","Octobre","","121.678632","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7011","Novembre","","121.87705","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","209","Eswatini","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7012","Décembre","","121.946953","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7001","Janvier","%","1.049946","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7002","Février","%","0.537513","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7003","Mars","%","0.384661","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7004","Avril","%","0.556067","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7005","Mai","%","0.144799","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7006","Juin","%","0.369873","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7007","Juillet","%","0.367877","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7008","Août","%","0.492317","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7009","Septembre","%","0.42527","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7010","Octobre","%","0.146386","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7011","Novembre","%","0.401098","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23014","Food price inflation","7012","Décembre","%","0.595827","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","98.998985","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","98.725904","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","98.714325","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","99.113814","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","98.771257","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","98.718184","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","98.98837","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","99.074251","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","99.122498","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","99.022144","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","98.790556","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","99.053022","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7001","Janvier","","104.57981","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7002","Février","","105.054047","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7003","Mars","","105.291587","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7004","Avril","","105.710131","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7005","Mai","","106.149771","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7006","Juin","","106.31896","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7007","Juillet","","106.326133","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7008","Août","","106.385201","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7009","Septembre","","106.508824","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7010","Octobre","","106.697","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7011","Novembre","","106.339634","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","231","États-Unis d'Amérique","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7012","Décembre","","105.999989","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7001","Janvier","%","15.644909","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7002","Février","%","16.400904","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7003","Mars","%","13.650753","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7004","Avril","%","11.26824","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7005","Mai","%","11.852644","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7006","Juin","%","14.117023","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7007","Juillet","%","13.46202","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7008","Août","%","13.688474","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7009","Septembre","%","10.661011","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7010","Octobre","%","9.545632","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7011","Novembre","%","9.328459","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23014","Food price inflation","7012","Décembre","%","11.429947","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","125.162112","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","127.327323","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","129.362602","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","130.383601","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","131.187424","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","134.44846","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","136.340163","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","137.462611","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","138.770714","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","137.908799","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","137.036929","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","137.970999","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7001","Janvier","","124.429052","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7002","Février","","127.789441","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7003","Mars","","129.919265","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7004","Avril","","131.1025","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7005","Mai","","132.00176","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7006","Juin","","134.652207","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7007","Juillet","","135.22016","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7008","Août","","136.498055","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7009","Septembre","","138.059926","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7010","Octobre","","132.191029","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7011","Novembre","","133.712912","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","238","Éthiopie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7012","Décembre","","134.18038","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7001","Janvier","%","0.325545","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7002","Février","%","0.545832","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7003","Mars","%","1.108537","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7004","Avril","%","0.927789","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7005","Mai","%","0.16564","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7006","Juin","%","-0.626107","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7007","Juillet","%","0.188885","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7008","Août","%","1.97227","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7009","Septembre","%","2.78526","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7010","Octobre","%","2.969463","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7011","Novembre","%","3.945416","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23014","Food price inflation","7012","Décembre","%","5.276496","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7001","Janvier","","108.779998","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7002","Février","","109.215113","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7003","Mars","","109.892248","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7004","Avril","","110.430715","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7005","Mai","","110.298232","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7006","Juin","","110.761428","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7007","Juillet","","110.296253","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7008","Août","","109.733726","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7009","Septembre","","109.602047","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7010","Octobre","","110.281595","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7011","Novembre","","111.582921","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23013","Prix à la Consommation, Indices d'alimentation (2015 = 100)","7012","Décembre","","113.848058","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7001","Janvier","","112.289003","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7002","Février","","112.524792","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7003","Mars","","112.851081","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7004","Avril","","113.27995","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7005","Mai","","113.710403","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7006","Juin","","114.267596","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7007","Juillet","","114.576128","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7008","Août","","114.587548","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7009","Septembre","","114.770925","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7010","Octobre","","115.172597","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7011","Novembre","","115.748471","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","185","Fédération de Russie","2018","2018","23012","Prix à la Consommation, Indices généraux (2015 = 100)","7012","Décembre","","116.720737","X","Sources internationales sûres","base year is 2015"
"CP","Indices de Prix à la Consommation","66","Fidji","2018","2018","23014","Food price inflation","7001","Janvier","%","-6.010453","Fc","Donnée calculée",""
"CP","Indices de Prix à la Consommation","66","Fidji","2018","2018","23014","Food price inflation","7002","Février","%","-2.042629","Fc","Donnée calculée",""
